npi_number,organization_name,last_updated_nppes,facility_name,address,city,state,postal_code,phone,taxonomy_code,last_updated,facility_setting,facility_description,years_in_operation,medication_assisted_treatment,offers_private_rooms,facebook_url,youtube_url,instagram_url,twitter_url,linkedin_url,ogdescription,robots_string,official_screenshot,markdown_content,firecrawl_metadata,screenshot_urls,extraction_date,data_source_url,service_areas,donation_info,key_features,processing_status,extraction_completed,created_at,updated_at
1518199819,SOUTH PHOENIX VETERANS GROUP HOME,2009-08-20 00:00:00,,204 W PASEO WAY,PHOENIX,AZ,850418838,6023591643,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518203785,PIONEER HUMAN SERVICES,2018-10-17 00:00:00,,7440 W. MARGINAL WAY S.,SEATTLE,WA,981084141,2067681990,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518206051,"VOLUNTEERS OF AMERICA,DAKOTAS",2013-02-04 00:00:00,,PO BOX 89306,SIOUX FALLS,SD,571099306,6053391199,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518206408,"RIDGE HOUSE, INC.",2018-07-05 00:00:00,,900 W 1ST ST STE 200,RENO,NV,895035587,7753228941,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518206440,"ALCOHOL SERVICES CENTER, INC.",2013-02-13 00:00:00,,950 N WEST ST,JACKSON,MS,392022566,6019486220,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518213735,TONY RICE CENTER INC,2012-07-25 00:00:00,,1300 RAILROAD AVE,SHELBYVILLE,TN,371603616,9316850957,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518214790,Unknown,2014-01-23 00:00:00,,20220 WINTHROP ST,DETROIT,MI,482351815,3133415842,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518218858,HOUSE OF HOPE HOUSE OF FAITH,2012-09-26 00:00:00,,13287 CLAREMONT AVE,VICTORVILLE,CA,923927251,7607010175,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518236116,Unknown,2011-12-28 00:00:00,,12305 DEXTER AVE,DETROIT,MI,482061015,3133971306,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518243088,EBH ACQUISITION SUSSIDIARY,2011-10-28 00:00:00,,3100 E COMMERCIAL BLVD,FORT LAUDERDALE,FL,333084327,9547468232,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518243898,"NEW CENTURIONS, INC.",2011-10-31 00:00:00,,PO BOX 553,GADSDEN,AL,359020553,2564130200,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518253020,SERVICE LEAGUE OF SAN MATEO COUNTY,2014-05-02 00:00:00,,727 MIDDLEFIELD ROAD,REDWOOD CITY,CA,940634504,6503644664,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518255017,LA PERLA DE GRAN PRECIO,2011-07-18 00:00:00,,66 CALLE GAUTIER BENITEZ,SAN JUAN,PR,009173818,7872820012,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518272475,THE RALEIGH BLACK CHAMBER OF COMMERCE,2010-08-16 00:00:00,,PO BOX 91663,RALEIGH,NC,27675,8887391113,320800000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518273382,REHAB AFTER WORK OF FLORIDA,2010-08-31 00:00:00,,5405 OKEECHOBEE BLVD,WEST PALM BEACH,FL,334174543,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518280676,"CLC, INC",2010-03-03 00:00:00,,8002 NE HIGHWAY 99,VANCOUVER,WA,986658876,5035155247,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518306018,"REAWAKENINGS WELLNESS CENTER, LLC",2013-06-18 00:00:00,,3600 RED ROAD,MIRAMAR,FL,33025,8559253669,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518306604,"VISTA BEHAVIORAL HEALTH, LLC",2013-06-21 00:00:00,,830 CRESCENT CENTRE DR STE 610,FRANKLIN,TN,370677323,6158616000,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518309731,LILA COMMUNITY ENHANCE SERVICES INC.,2013-07-30 00:00:00,,13178 NC HIGHWAY 130 E,FAIRMONT,NC,283409597,9105354168,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518312529,"LIVING AT REFLECTIONS, LLC",2016-04-27 00:00:00,,10 LOCKTON LN,NOVATO,CA,949452727,4158918000,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518315951,MONTFORD HALL,2016-05-26 00:00:00,,75 ZILLICOA ST,ASHEVILLE,NC,288011038,8282297757,3245S0500X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518320415,ADDICTION HEALTH ALLIANCE LLC,2020-02-20 00:00:00,,34249 CAMINO CAPISTRANO,CAPISTRANO BEACH,CA,926241138,9494816156,291U00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518324383,RENAISSANCE RANCH OUTPATIENT TREATMENT,2016-01-25 00:00:00,,265 W CENTER ST,OREM,UT,840574611,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518326800,"PROGRESS VALLEY, INC.",2016-02-16 00:00:00,,1100 E 80TH ST,BLOOMINGTON,MN,554201426,9523745540,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518331503,QUEENS VILLAGE COMMITTEE FOR MENTAL HEALTH JCAP,2015-11-14 00:00:00,,11630 SUTPHIN BLVD,JAMAICA,NY,114341527,7183222500,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518333590,"IMAGINE YOU, INC",2021-05-05 00:00:00,,PO BOX 5943,FRESNO,CA,937555943,5595496610,251V00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518336593,"MIRACLES IN ACTION, LLC",2015-09-19 00:00:00,,290 E VERDUGO AVE STE 105,BURBANK,CA,915021331,8184299103,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518338268,NORTHSTAR PROFESSIONAL SERVICES,2015-10-20 00:00:00,,924 RICE ST,SAINT PAUL,MN,551174987,Unknown,207Q00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518338862,EDGEWATER PARK TOWNSHIP SCHOOLS,2015-10-13 00:00:00,,25 WASHINGTON AVE,EDGEWATER PARK,NJ,080102014,6098772122,251300000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518341742,"OXFORD TREATMENT CENTER, LLC",2024-06-10 00:00:00,,500 WILSON PIKE CIR STE 360,BRENTWOOD,TN,370273266,Unknown,261QR0405X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518347616,"CHRYSALIS HOUSE, INC.",2015-06-03 00:00:00,,4500 PARK HEIGHTS AVENUE,BALTIMORE,MD,21215,4104838870,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518349083,Unknown,2015-06-22 00:00:00,,1109 JONES ST,KENNETT,MO,638573824,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518353788,VETERANS INC,2024-04-17 00:00:00,,69 GROVE ST,WORCESTER,MA,016052600,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518357649,SAGE RECOVERY LLC,2015-01-27 00:00:00,,2995 N COLE RD STE 255,BOISE,ID,837045976,2082873285,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518358803,"HOLISTIX BY THE SEA, LLC",2015-02-09 00:00:00,,803 NW 2ND AVE,POMPANO BEACH,FL,330605604,8778727730,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518390160,LYNS HAVEN,2013-08-19 00:00:00,,680 LAWRENCE RD,DELRAY BEACH,FL,334452341,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518401249,BELGRAVE RECOVERY CENTER,2016-12-14 00:00:00,,202 E COMMONWEALTH AVE,FULLERTON,CA,928368600,3102701195,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518402882,ASCENSION TREATMENT CENTERS,2016-12-22 00:00:00,,555 S PALM CANYON DR,PALM SPRINGS,CA,922647469,7603180626,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518404102,SOBER COLLEGE,2017-01-20 00:00:00,,6022 VARIEL AVE,WOODLAND HILLS,CA,913673719,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518413442,COMMUNITY PARTNERS IN ACTION,2016-08-31 00:00:00,,110 BARTHOLOMEW AVE,HARTFORD,CT,061062250,8605662030,261QM0855X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518414150,Unknown,2016-09-01 00:00:00,,590 19TH AVE # 2,SAN FRANCISCO,CA,941213119,4157972632,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518417583,LIFE CHANGE FAMILY SERVICES INC,2016-10-13 00:00:00,,20018 N TOLEDO AVE,MARICOPA,AZ,851385359,5203740072,3245S0500X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518417872,LEYDEN FAMILY SERVICE & MENTAL HEALTH CENTER,2019-06-11 00:00:00,,10001 GRAND AVE,FRANKLIN PARK,IL,601312563,Unknown,261QR0405X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518424258,"LAKE WELLNESS CENTER, LLC",2019-03-01 00:00:00,,501 W SAINT MARY BLVD STE 308,LAFAYETTE,LA,705064600,3377813408,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518428226,NORTHERN ILLINOIS RECOVERY LLC,2023-09-20 00:00:00,,620 N STATE ROUTE 31,CRYSTAL LAKE,IL,600123714,Unknown,261QR0405X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518441971,COMMUNITYCONNECT,2024-04-25 00:00:00,,3251 DRAYTON WOODS DR,MEMPHIS,TN,381343213,9016449244,251S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518453273,"SANDSTONE CARE COS, LLC",2020-07-08 00:00:00,,7555 E HAMPDEN AVE STE 103,DENVER,CO,802314832,7203721490,291U00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518457639,Unknown,2018-05-14 00:00:00,,2775 STATE ROUTE 39,SHELBY,OH,448759466,4197473322,3245S0500X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518458298,PACIFIC BAY RECOVERY INC,2018-05-29 00:00:00,,1501 5TH AVE STE 200,SAN DIEGO,CA,921013224,6194930436,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518460898,"SWR PARTNERS, L.L.C.",2020-02-26 00:00:00,,147 RIDGE AVE,PASSAIC,NJ,070552420,5165078465,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518462118,STEIN MEDICAL P.C.,2018-08-20 00:00:00,,8704 SANTA MONICA BLVD STE 300,WEST HOLLYWOOD,CA,900694548,4243821391,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518491174,Unknown,2017-04-20 00:00:00,,17212 133RD AVE,JAMAICA,NY,11434,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518494863,"CSCB REHABILITATION MANAGEMENT GROUP, LLC",2017-05-17 00:00:00,,"1 LILE COURT, SUITE 103",LITTLE ROCK,AR,77005,5014007504,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518505411,"DIALOGICAL INTERACTION RECOVERY, CORP.",2019-12-11 00:00:00,,515 N. WASHINGTON STREET,JACKSONVILLE,FL,32202,9043223558,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518505452,"INNOVATIVE MAT SOLUTIONS, LLC",2019-12-11 00:00:00,,2215 AMBASSADOR RD NE APT 37,ALBUQUERQUE,NM,871122767,8287349979,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518507011,LANDMARK RECOVERY OF INDIANAPOLIS LLC,2020-01-13 00:00:00,,4835 E CACTUS RD STE 130,SCOTTSDALE,AZ,852543545,4802968619,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518511898,"RESOLUTIONS RECOVERY CENTER, LLC",2019-07-25 00:00:00,,1980 GREEN ST,FARRELL,PA,161211362,7248137690,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518514736,"RECONNECT RECOVERY SERVICES, LLC",2019-08-22 00:00:00,,2010 SAINT STEPHENS WOODS DR,CROWNSVILLE,MD,210322200,7034757454,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518516046,DEVELOPING ASSISTANCE TO A VAST INNOVATIVE SOCIETY COMMUNITY DEVELOPME,2019-09-06 00:00:00,,1780 NW 36TH TER,LAUDERHILL,FL,333114128,9546690209,106S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518520816,VALOR RECOVERY CENTER OF YOUNGSTOWN,2024-03-11 00:00:00,,10461 MILL RUN CIR STE 810,OWINGS MILLS,MD,211175549,4108078471,251S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518523794,Unknown,2019-05-14 00:00:00,,500 W HOSPITAL RD,FRENCH CAMP,CA,952319693,2094686013,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518527563,"THE HARMONY HOUSE FOUNDATION, INC",2019-06-20 00:00:00,,110 S PIONEER AVE,SHAVERTOWN,PA,187081330,5708993134,251B00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518528256,"POWELL RECOVERY CENTER, INC.",2019-06-24 00:00:00,,14 S BROADWAY,BALTIMORE,MD,212311712,4102761773,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518539535,Unknown,2025-04-09 00:00:00,,127 N LAFAYETTE ST,SOUTH LYON,MI,481781210,2485737417,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518546837,"PATHFINDERS RECOVERY CENTER COLORADO, LLC",2021-04-05 00:00:00,,7580 E GRAY RD STE 201,SCOTTSDALE,AZ,852603408,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518570274,"AVENUES RECOVERY CENTER OF CHESAPEAKE BAY, LLC",2020-10-12 00:00:00,,211 BOULEVARD OF THE AMERICAS,LAKEWOOD,NJ,08701,7323078000,261QR0405X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518573526,"A KA CENTER, LLC",2023-04-20 00:00:00,,PO BOX 8005,RANCHO SANTA FE,CA,920678005,8583493760,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518580141,VOLUNTEERS OF AMERICA OHIO & INDIANA,2025-04-29 00:00:00,,215 N FRONT ST STE 510,COLUMBUS,OH,432153376,Unknown,101YM0800X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518606342,PROGRESSING AT RECOVERY LLC,2025-02-13 00:00:00,,6599 N ORACLE RD,TUCSON,AZ,857045614,5209992560,101YA0400X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518620509,AGAPECARE LLC,2021-10-18 00:00:00,,6724 S 4TH ST,PHOENIX,AZ,850427685,9374301469,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518626035,"GREAT LAKES RECOVERY MISSION, LLC",2021-12-13 00:00:00,,5099 W FARRAND RD,CLIO,MI,484208215,5864911057,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518630441,"ASPIRE BEHAVIORAL CONNECTIONS, LLC",2021-08-12 00:00:00,,PO BOX 65125,BALTIMORE,MD,212090125,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518630896,BECAUSE WE CARE BEHAVIORAL HEALTH LLC,2021-07-31 00:00:00,,1828 S 234TH DR,BUCKEYE,AZ,853268628,7023255314,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518632272,"NEW DAY NEW START BEHAVIORAL HEALTH CENTER, LLC",2024-11-11 00:00:00,,5235 KING AVE STE 100,ROSEDALE,MD,212374068,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518643782,INFINITE GROWTH LIMITED LIABILITY COMPANY,2023-06-23 00:00:00,,PO BOX 38676,BALTIMORE,MD,212318676,4435638212,251S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518650753,COMFORTABLE LIVING LLC,2023-06-01 00:00:00,,301 GREENTREE DR,NICHOLASVILLE,KY,403562557,8593009760,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518654516,THE GYST HOUSE,2023-06-14 00:00:00,,4617 DIANA DR,GREAT FALLS,MT,594053807,4065905963,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518657634,MORE TO LIFE RECOVERY,2023-05-11 00:00:00,,PO BOX 353,FIDDLETOWN,CA,956290353,2092061177,207RA0401X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518659648,INTEGRITY RECOVERY CENTER,2023-05-25 00:00:00,,17030 LUDLOW ST,GRANADA HILLS,CA,913444903,Unknown,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518663582,MARYLAND WELLNESS LLC,2025-04-16 00:00:00,,4128 HAYWARD AVE,BALTIMORE,MD,212154340,Unknown,320800000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518671486,"SANDSTONE CARE VIRGINIA, LLC",2023-01-05 00:00:00,,7555 E HAMPDEN AVE STE 103,DENVER,CO,802314832,8888501890,251S00000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518686690,"5 FIVE STAR, LLC",2024-01-11 00:00:00,,8230 ALLOTT AVE,VAN NUYS,CA,914025502,7472472027,261QR0405X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518687367,SAL PSYCHIATRY SERVICES PC,2023-05-18 00:00:00,,12440 FIRESTONE BLVD STE 310,NORWALK,CA,906504397,5622807176,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518705953,ARK HEALING CENTERS LLC,2024-07-18 00:00:00,,2112 N CULBERHOUSE ST,JONESBORO,AR,724018913,8702532298,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518706324,THE OASIS ATC LLC,2024-05-21 00:00:00,,70411 DESERT COVE AVE,RANCHO MIRAGE,CA,922702918,8666274789,261QM0850X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518707116,RACHAEL G SMITH COUNSELING PLLC,2024-05-30 00:00:00,,779 ASHFIELD DR,FAYETTEVILLE,NC,283112005,9102739498,3245S0500X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518707439,THENEXTCHAPTER LLP,2024-06-03 00:00:00,,PO BOX 652,WHITLEY CITY,KY,426530652,6062801598,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518713643,"MY TIME RECOVERY, LLC",2024-04-29 00:00:00,,83 E SHAW AVE STE 200,FRESNO,CA,937107624,5598400896,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
1518715531,"TEMAH HEALTHCARE SERVICES, LLC",2024-06-13 00:00:00,,4320 BROOKSIDE OAKS,OWINGS MILLS,MD,211175169,4105218000,324500000X,2025-07-04 22:43:39.267523,,,,false,false,,,,,,,,,,,,,,,,,pending,false,2025-07-04 22:43:39.267523,2025-07-04 22:43:39.267523
